dataset_index,label,prompt
98,Central Serous Chorioretinopathy [Color Fundus],"Central serous chorioretinopathy is present, characterized by acute serous fluid accumulation in the subretinal space, typically affecting the macula. Multifocal to full-thickness subretinal elevation with a characteristic yellow-orange hue is observed, often with irregular, non-contiguous margins. Choroidal drusen or confluent deposits are noted peripheral to the affected areas. No evidence of intraretinal fluid or pigment clumping is identified. The findings suggest early-stage or active disease, with potential for subretinal atrophy or fibrovascular proliferation in advanced cases."
99,Central Serous Chorioretinopathy [Color Fundus],"The retinal fundus image demonstrates Central Serous Chorioretinopathy (CSC) with serous detachment of the neurosensory retina, evident as a shiny, hyper-reflective sub-retinal fluid collection localized beneath the photoreceptor layer. Central macular involvement includes mild elevation of the foveal contour with surrounding distortion of the retinal pigment epithelium architecture, consistent with fluid accumulation in the parafoveal region."
100,Central Serous Chorioretinopathy [Color Fundus],"Central Serous Chorioretinopathy characterized by a focal patch of serous retinal detachment, with detachment of the neurosensory retina above the RPE, often involving the macula. Surrounding areas may show periphryalization, hyperreflectivity, or presence of hard exudates, consistent with chronic fluid accumulation and local inflammation."
101,Central Serous Chorioretinopathy [Color Fundus],"Typical presentation of central serous chorioretinopathy shows a localized subretinal fluid collection with an intact RPE layer, predominantly involving the macular region, accompanied by distorted vision and central scotoma."
102,Central Serous Chorioretinopathy [Color Fundus],"This fundus image reveals central serous chorioretinopathy with focal subretinal serous elevation near the juxtafoveal region, characterized by neurosensory retinaschisis and associated focal hard exudates secondary to ischemic changes from prolonged fluid accumulation."
103,Central Serous Chorioretinopathy [Color Fundus],"Central Serous Chorioretinopathy (CSC) is characterized by serous detachment of subretinal layers, often with focal areas of subretinal hyperreflectivity and geographic atrophy. This condition typically presents with visual acuity loss and may show compliance with fluorescein angiography, distinguishing it from exudative conditions. Early detection through optical coherence tomography is critical for monitoring subfoveal involvement and guiding intervention."
104,Central Serous Chorioretinopathy [Color Fundus],"Central Serous Chorioretinopathy is evident on fundoscopy, characterized by fluid accumulation (serous detachment) beneath the neurosensory retina, often localized and with overlying retinal pigment epithelium (RPE) detachment. This condition, commonly associated with idiopathic cases or links to stress, corticosteroid use, or circulatory dysregulation, frequently presents with geographic visual distortion but may remain asymptomatic. Prognosis varies, with potential spontaneous resolution or chronicity, requiring monitoring for recurrence."
105,Central Serous Chorioretinopathy [Color Fundus],"Central Serous Chorioretinopathy is evidenced by serous detachment of the neurosensory retina, predominantly involving the macula, with elevation of outer retinal layers and delineation of a pigmented granular subretinal space."
106,Central Serous Chorioretinopathy [Color Fundus],"Central Serous Chorioretinopathy is diagnosed by a well-demarcated serous neurosensory retinal detachment, typically parafoveal, with an elevated neurosensory retina displaying a charbroiled appearance and a gelatinous, smooth choroidal surface, absent macular edema, exudates, or vascular abnormalities."
107,Central Serous Chorioretinopathy [Color Fundus],"Central serous chorioretinopathy (CSCR) is likely, characterized by focal subretinal fluid accumulation in the macular region with choroidal effusion, reflecting disrupted choroidal-scleral fluid dynamics and potential risk for visual impairment."
108,Central Serous Chorioretinopathy [Color Fundus],"Serous retinal detachment involving the central macular region, characterized by localized neurosensory retinal elevation and intraretinal fluid accumulation, indicative of central serous chorioretinopathy; the presence of a distinct serous membrane in the parafoveal area with underlying choroidal hyperpermeability, necessitating close monitoring for potential retinal detachment or chronic vision impairment."
109,Central Serous Chorioretinopathy [Color Fundus],"The color fundus image demonstrates parafoveal serous retinal detachment with elevated outer retinal layers, characteristic of central serous chorioretinopathy, including well-defined outer retinal tears and absence of hemorrhage, with associated fluid collection beneath the neurosensory retina."
110,Central Serous Chorioretinopathy [Color Fundus],"Subretinal fluid accumulation with neurosensory retinal detachment overlying the central macula, characteristic of Central Serous Chorioretinopathy. Color fundus imaging reveals an elevated neurosensory retina (""tented"" or ""blister-like"" appearance), absent retinal pigment beneath the detachment, and macula-sparing pigmentary changes with relative sparing of the choroidal vasculature."
111,Central Serous Chorioretinopathy [Color Fundus],"Central serous chorioretinopathy is evident, characterized by localized subretinal fluid accumulation beneath the retina, causing macular contour irregularity and potential disruption of photoreceptor architecture."
112,Central Serous Chorioretinopathy [Color Fundus],"Subretinal fluid elevation is evident, localized primarily to the macular area, consistent with Central Serous Chorioretinopathy, without evidence of hemorrhagic or exudative vascular changes."
113,Central Serous Chorioretinopathy [Color Fundus],"The image demonstrates Central Serous Chorioretinopathy, characterized by a neurosensory retinal detachment with subretinal fluid collection, inner-outer retinal separation in the superotemporal retina, and overlying hyperreflective RPE irregularity. Delayed disc atrophy and epiretinal changes may be present as chronic complications."
114,Central Serous Chorioretinopathy [Color Fundus],"The fundus image suggests central serous chorioretinopathy (CSC), characterized by focal elevation of the neurosensory retina with overlying retinal pigment epithelium (RPE) detachment, localized subretinal fluid accumulation, and a smooth, well-defined border between the neurosensory and pigmented layers. Anterior segment findings are typically unremarkable."
